name,agency,code,routes,toward
CLINTON AVE AT STUYVESANT AVE,njt_bus,5764,,
CLINTON AVE AT HILLSIDE TERRACE,njt_bus,5765,,Irvington
CLINTON AVE AT SANFORD AVE,njt_bus,5766,,Irvington
CLINTON AVE AT ELLERY AVE,njt_bus,5767,,Irvington
CLINTON AVE AT FLORENCE AVE,njt_bus,5768,,Irvington
COIT ST AT ENS PL,njt_bus,5769,,Irvington
COIT ST 180'S OF CHANCELLOR AVE,njt_bus,5770,,Irvington
COIT ST AT MELVILLE PL,njt_bus,5771,,Clinton Avenue
COIT ST AT RENEE PL,njt_bus,5772,,Elizabeth
COIT ST AT ENS PL,njt_bus,5773,,Elizabeth
CORDIER ST AT LYONS AVE,njt_bus,5774,,Broad Street
CORDIER ST 205'S OF LYONS AVE,njt_bus,5775,,
EASTERN PKWY AT NORTH MAPLE AVE,njt_bus,5776,,New York
EASTERN PKWY AT BERKLEY TERRACE,njt_bus,5777,,New York
EASTERN PKWY AT ARGYLE TERRACE,njt_bus,5778,,New York
EASTERN PKWY AT 18TH AVE,njt_bus,5779,,New York
EASTERN PKWY AT GROVE TERRACE,njt_bus,5780,,New York
EASTERN PKWY AT 15TH AVE,njt_bus,5781,,New York
GROVE ST AT OLSON PL,njt_bus,5782,,Irvington
GROVE ST AT HERPERS ST,njt_bus,5783,,Irvington
GROVE ST AT NYE AVE,njt_bus,5784,,Irvington
GROVE ST AT CLINTON AVE,njt_bus,5785,,Irvington
GROVE ST AT BERKELEY TERRACE,njt_bus,5786,,
GROVE ST AT 19TH AVE,njt_bus,5787,,
GROVE ST AT 18TH AVE,njt_bus,5788,,
GROVE ST AT 17TH AVE,njt_bus,5789,,
GROVE ST AT 16TH AVE,njt_bus,5790,,
GROVE ST AT 15TH AVE,njt_bus,5791,,
GROVE ST AT 14TH AVE,njt_bus,5792,,
GROVE ST AT 14TH AVE,njt_bus,5793,,
GROVE ST AT 15TH AVE,njt_bus,5794,,
GROVE ST AT 16TH AVE,njt_bus,5795,,
GROVE ST AT ARVERNE TERRACE,njt_bus,5796,,
GROVE ST AT TICHENOR TERRACE,njt_bus,5797,,
GROVE ST AT BRECKENRIDGE TERRACE,njt_bus,5798,,
GROVE ST AT 19TH AVE,njt_bus,5799,,
GROVE ST AT BERKELEY TERRACE,njt_bus,5800,,
GROVE ST 100' N OF SPRINGFIELD AVE.,njt_bus,5801,,
GROVE ST AT CLINTON AVE,njt_bus,5802,,New York
GROVE ST AT NYE AVE,njt_bus,5803,,New York
GROVE ST AT HERPERS ST,njt_bus,5804,,New York
GROVE ST AT OLSON PL,njt_bus,5805,,New York
IRVINGTON BUS TERMINAL,njt_bus,5806,,
LYONS AVE AT COIT ST,njt_bus,5807,,New York
LYONS AVE AT CORDIER ST,njt_bus,5808,,New York
LYONS AVE 100'E OF CORDIER ST,njt_bus,5809,,Irvington
LYONS AVE AT COIT ST,njt_bus,5810,,Irvington
NEW ST AT SPRINGFIELD AVE,njt_bus,5811,,Irvington
NEW ST AT SPRINGFIELD AVE,njt_bus,5812,,
NEW ST AT SPRINGFIELD AVE,njt_bus,5813,,
NORTH MAPLE AVE AT SPRINGFIELD AVE,njt_bus,5814,,Irvington
NYE AVE AT LINCOLN PL,njt_bus,5815,,
NYE AVE 50' W OF NEW ST,njt_bus,5816,,
SPRINGFIELD AVE AT PROSPECT (43RD ST),njt_bus,5817,,
SPRINGFIELD AVE AT 38TH ST,njt_bus,5818,,
SPRINGFIELD AVE AT SANFORD AVE,njt_bus,5819,,
SPRINGFIELD AVE AT LYONS AVE,njt_bus,5820,,
SPRINGFIELD AVE AT STUYVESANT AVE,njt_bus,5821,,
SPRINGFIELD AVE AT LINCOLN PL,njt_bus,5822,,
SPRINGFIELD AVE AT NEW ST,njt_bus,5823,,
SPRINGFIELD AVE AT UNION AVE,njt_bus,5824,,
IRVINGTON BUS TERMINAL,njt_bus,5825,,
SPRINGFIELD AVE AT MAPLE AVE,njt_bus,5826,,
SPRINGFIELD AVE AT HARRISON PL,njt_bus,5827,,
SPRINGFIELD AVE AT ELLIS AVE,njt_bus,5828,,
SPRINGFIELD AVE 290'E OF GROVE ST,njt_bus,5829,,
SPRINGFIELD AVE AT MAPLE AVE,njt_bus,5830,,
SPRINGFIELD AVE AT MYRTLE AVE,njt_bus,5831,,
SPRINGFIELD AVE AT NEW ST,njt_bus,5832,,
SPRINGFIELD AVE AT CIVIC SQUARE,njt_bus,5833,,
SPRINGFIELD AVE AT ELMWOOD AVE,njt_bus,5834,,
SPRINGFIELD AVE AT SANFORD AVE,njt_bus,5835,,
SPRINGFIELD AVE AT FLORENCE AVE,njt_bus,5836,,
SPRINGFIELD AVE AT FREDERICK (43RD ST),njt_bus,5837,,
STUYVESANT AVE AT BEECHWOOD PL,njt_bus,5838,,
STUYVESANT AVE AT MILL RD,njt_bus,5839,,
STUYVESANT AVE AT HARPER AVE,njt_bus,5840,,
STUYVESANT AVE AT SUNSET TERRACE,njt_bus,5841,,
STUYVESANT AVE AT CHANCELLOR AVE,njt_bus,5842,,
STUYVESANT AVE AT PROSPECT AVE,njt_bus,5843,,
STUYVESANT AVE AT YALE AVE,njt_bus,5844,,
STUYVESANT AVE AT LYONS AVE,njt_bus,5845,,
STUYVESANT AVE AT NYE AVE,njt_bus,5846,,
STUYVESANT AVE AT LIBERTY ST,njt_bus,5847,,
STUYVESANT AVE AT MADISON AVE,njt_bus,5848,,
STUYVESANT AVE AT COTTAGE PL,njt_bus,5849,,
STUYVESANT AVE 100' N OF CLINTON AVE,njt_bus,5850,,
STUYVESANT AVE AT SPRINGFIELD AVE,njt_bus,5851,,
STUYVESANT AVE AT LYONS AVE,njt_bus,5852,,
STUYVESANT AVE AT WAGNER AVE,njt_bus,5853,,
STUYVESANT AVE AT PROSPECT AVE,njt_bus,5854,,
STUYVESANT AVE AT CHANCELLOR AVE,njt_bus,5855,,
STUYVESANT AVE AT HARDING TERRACE,njt_bus,5856,,
STUYVESANT AVE AT HARPER AVE,njt_bus,5857,,
STUYVESANT AVE 87'N OF MILL RD,njt_bus,5858,,
STUYVESANT AVE AT 40TH ST,njt_bus,5859,,
STUYVESANT AVE AT BERKELEY ST,njt_bus,5860,,
UNION AVE AT CAMPFIELD ST,njt_bus,5861,,Irvington
UNION AVE AT CLEREMONT AVE,njt_bus,5862,,Irvington
UNION AVE 75' S OF G.S. PKWY EXIT RAMP,njt_bus,5863,,Irvington
UNION AVE AT G.S. PKWY EXIT RAMP,njt_bus,5864,,Elizabeth
UNION AVE AT LYONS AVE,njt_bus,5865,,Elizabeth
UNION AVE AT YALE AVE,njt_bus,5866,,Elizabeth
WESTERN PKWY AT 18TH AVE,njt_bus,5867,,Irvington
WESTERN PKWY AT DELMAR PL,njt_bus,5868,,Irvington
WESTERN PKWY AT WOODLAWN PL,njt_bus,5869,,Irvington
16TH AVE AT 22ND ST,njt_bus,5870,,
16TH AVE AT 22ND ST,njt_bus,5871,,
18TH AVE AT VERMONT AVE,njt_bus,5872,,
18TH AVE AT COLUMBIA AVE,njt_bus,5873,,
18TH AVE AT MYRTLE AVE,njt_bus,5874,,
18TH AVE AT EASTERN PKWY,njt_bus,5875,,
18TH AVE AT GROVE ST,njt_bus,5876,,Ivy Hill Express
18TH AVE AT 22ND ST,njt_bus,5877,,Ivy Hill Express
18TH AVE AT 22ND ST,njt_bus,5878,,Newark
18TH AVE AT GROVE ST,njt_bus,5879,,Newark
18TH AVE AT EASTERN PKWY,njt_bus,5880,,
18TH AVE AT MYRTLE AVE,njt_bus,5881,,
18TH AVE AT COLUMBIA AVE,njt_bus,5882,,
18TH AVE AT VERMONT AVE,njt_bus,5883,,
SOUTH 20TH ST AT BEVERLY ST,njt_bus,5884,,
SOUTH 20TH ST 75' N OF HAWTHORNE AVE,njt_bus,5885,,
40TH ST AT STUYVESANT AVE,njt_bus,5886,,Irvington
40TH ST AT LENTZ PLACE,njt_bus,5887,,Newark
40TH ST 200' S OF HARDING TER,njt_bus,5888,,Irvington
40TH ST AT HARDING TERR,njt_bus,5889,,Newark
MADISON AVE AT EASTERN PKWY#,njt_bus,5890,,Irvington
CHANCELLOR AVE AT 40TH ST#,njt_bus,5891,,
CHANCELLOR AVE AT PARK PL#,njt_bus,5892,,
UNION AVE AT WEST STRATFORD PL#,njt_bus,5893,,Irvington
E MT PLEASANT AVE AT SHREWSBURY DRIVE,njt_bus,5961,,West Caldwell
E MT PLEASANT AVE AT SHREWSBURY DRIVE,njt_bus,5962,,Newark
CHANCELLOR AVE AT SPRINGFIELD AVE,njt_bus,5975,,Irvington
IRVINGTON AVE AT HILLCREST RD,njt_bus,5976,,Irvington
IRVINGTON AVE AT UNION AVE,njt_bus,5977,,New York
IRVINGTON AVE 200' N OF MANOR DR.,njt_bus,5978,,New York
IRVINGTON AVE AT ELSMAN TERRACE,njt_bus,5979,,New York
MILLBURN AVE AT MANLEY TERRACE,njt_bus,5980,,
MILLBURN AVE AT VALLEY ST,njt_bus,5981,,
MILLBURN AVE AT CYPRESS ST,njt_bus,5982,,Newark
MILLBURN AVE AT CYPRESS ST,njt_bus,5983,,
MILLBURN AVE AT CYPRESS ST,njt_bus,5984,,Livingston Mall
MILLBURN AVE AT RAYMOND TERRACE,njt_bus,5985,,
MILLBURN AVE AT MILDRED TERRACE,njt_bus,5986,,
MILLBURN AVE AT SPRINGFIELD AVE,njt_bus,5987,,
SPRINGFIELD AVE 187' E OF LAUREL AVE.,njt_bus,5988,,
SPRINGFIELD AVE AT INDIANA ST,njt_bus,5989,,
SPRINGFIELD AVE AT PRINCETON ST,njt_bus,5990,,
SPRINGFIELD AVE AT TUSCAN ST,njt_bus,5991,,
SPRINGFIELD AVE AT BURNETT AVE,njt_bus,5992,,
SPRINGFIELD AVE AT BOYDEN AVE,njt_bus,5993,,
HILTON GARAGE TIME POINT,njt_bus,5994,,
HILTON GARAGE TIME POINT,njt_bus,5995,,
SPRINGFIELD AVE AT BOYDEN AVE,njt_bus,5996,,
SPRINGFIELD AVE AT VERMONT ST,njt_bus,5997,,
SPRINGFIELD AVE AT RUTGERS ST,njt_bus,5998,,
SPRINGFIELD AVE AT PARK AVE,njt_bus,5999,,
SPRINGFIELD AVE AT BROADVIEW AVE,njt_bus,6000,,
MILLBURN AVE AT WYOMING AVE,njt_bus,6011,,Livingston Mall
MILLBURN AVE AT MYRTLE AVE,njt_bus,6012,,Livingston Mall
MILLBURN AVE AT VAUXHALL RD,njt_bus,6013,,Livingston Mall
MILLBURN AVE AT NORWOOD TER,njt_bus,6014,,Livingston Mall
MILLBURN AVE AT NORWOOD TER,njt_bus,6015,,Newark
MILLBURN AVE AT VAUXHALL RD,njt_bus,6016,,Newark
MILLBURN AVE AT MYRTLE AVE,njt_bus,6017,,Newark
MILLBURN AVE AT WYOMING AVE,njt_bus,6018,,Newark
BLOOMFIELD AVE AT LLOYD RD,njt_bus,6021,,
BLOOMFIELD AVE AT ST. LUKE'S PL,njt_bus,6022,,
BLOOMFIELD AVE AT VALLEY RD,njt_bus,6023,,
BLOOMFIELD AVE AT PARK ST,njt_bus,6024,,
BLOOMFIELD AVE AT CHURCH ST,njt_bus,6025,,
BLOOMFIELD AVE AT GATES AVE,njt_bus,6026,,
BLOOMFIELD AVE AT HARTLEY ST,njt_bus,6027,,
BLOOMFIELD AVE AT MAPLE AVE,njt_bus,6028,,
BLOOMFIELD AVE AT PINE ST,njt_bus,6029,,
BLOOMFIELD AVE AT HARTLEY ST,njt_bus,6030,,
BLOOMFIELD AVE AT LACKAWANNA PLAZA,njt_bus,6031,,
BLOOMFIELD AVE AT NORTH WILLOW ST,njt_bus,6032,,
BLOOMFIELD AVE AT N FULLERTON AVE,njt_bus,6033,,
BLOOMFIELD AVE AT MAPLE PL,njt_bus,6034,,
BLOOMFIELD AVE AT VALLEY RD,njt_bus,6035,,
BLOOMFIELD AVE AT BELL ST,njt_bus,6036,,
BLOOMFIELD AVE AT NORTH MOUNTAIN AVE,njt_bus,6037,,
ORANGE RD WEST AT CEDAR AVE,njt_bus,6038,,
ORANGE RD AT WASHINGTON AVE,njt_bus,6039,,
PARK ST AT BLOOMFIELD AVE,njt_bus,6040,,
BELLEVUE PLAZA AT BELLEVUE AVE,njt_bus,6041,,
BELLEVUE PLAZA AT BELLEVUE AVE,njt_bus,6042,,
MONTCLAIR STATE UNIVERSITY,njt_bus,6043,,
VALLEY RD AT NORMAL AVE,njt_bus,6044,,
HARRISON AVE AT WARMAN ST,njt_bus,6045,,East Orange
HARRISON AVE AT VIRGINIA AVE,njt_bus,6046,,Montclair
HARRISON AVE AT CHARLES ST,njt_bus,6047,,Montclair
HARRISON AVE AT CEDAR AVE,njt_bus,6048,,Montclair
HARRISON AVE AT LLEWELLYN RD,njt_bus,6049,,Montclair
HARRISON AVE AT WARREN PL,njt_bus,6050,,Montclair
HARRISON AVE AT GATES AVE,njt_bus,6051,,Montclair
ORANGE RD AT CHURCH ST#,njt_bus,6052,,Montclair
MT. HEBRON RD AT PARK ST#,njt_bus,6053,,Willowbrook Mall
ALEXANDER AVE AT SQUIRE HILL RD#,njt_bus,6054,,Willowbrook Mall
ALEXANDER AVE AT SKYTOP TERRACE#,njt_bus,6055,,Passaic
ALEXANDER AVE AT GROVE ST#,njt_bus,6056,,Passaic
MT. HEBRON RD AT PARK ST#,njt_bus,6057,,Passaic
VALLEY RD AT MT HEBRON RD#,njt_bus,6058,,
ORANGE RD AT CANTERBURY DR,njt_bus,6059,,
ORANGE RD AT LINDEN AVE,njt_bus,6060,,
ORANGE RD AT DRAPER TERRACE,njt_bus,6061,,
ELM ST AT LINCOLN ST,njt_bus,6062,,
ELM ST AT ELMWOOD AVE,njt_bus,6063,,
ELM ST AT WASHINGTON ST,njt_bus,6064,,
ELM ST AT UNION ST,njt_bus,6065,,
ELM ST AT HAWTHORNE PL,njt_bus,6066,,
ELM ST AT LLEWELLYN ST,njt_bus,6067,,
ORANGE RD AT CAREY CT,njt_bus,6068,,
ORANGE RD AT HITCHCOCK PL,njt_bus,6069,,
PARK ST AT WALNUT ST#,njt_bus,6070,,
PARK ST AT JAMES ST,njt_bus,6071,,
PARK ST AT CHESTNUT ST#,njt_bus,6072,,
PARK ST AT ESSEX WAY#,njt_bus,6073,,
PARK ST AT WATCHUNG AVE#,njt_bus,6074,,
VALLEY RD AT COOPER AVE#,njt_bus,6075,,
VALLEY RD AT INWOOD AVE#,njt_bus,6076,,
NORMAL AVE AT VALLEY RD#,njt_bus,6077,,
VALLEY RD AT MT HEBRON RD#,njt_bus,6078,,
VALLEY RD AT JEROME PL#,njt_bus,6079,,
VALLEY RD AT UPPER MONTCLAIR PLAZA#,njt_bus,6080,,
PARK ST AT WATCHUNG AVE#,njt_bus,6081,,
PARK ST AT ESSEX WAY#,njt_bus,6082,,
PARK ST AT CHESTNUT ST#,njt_bus,6083,,
PARK ST AT WALNUT ST#,njt_bus,6084,,
BLOOMFIELD AVE AT PARK ST,njt_bus,6085,,
NORMAL AVE AT UPPER MOUNTAIN AVE,njt_bus,6086,,
CHESTNUT ST AT PARK ST,njt_bus,6087,,
ORANGE RD 338'S OF BLOOMFIELD AVE,njt_bus,6088,,East Orange
ORANGE RD AT HILLSIDE AVE#,njt_bus,6089,,East Orange
ORANGE RD AT PLYMOUTH ST#,njt_bus,6090,,East Orange
HARRISON AVE AT PORTER PL,njt_bus,6091,,East Orange
HARRISON AVE AT GATES AVE,njt_bus,6092,,East Orange
HARRISON AVE AT WARREN PL,njt_bus,6093,,East Orange
AVON AVE AT SOUTH 19TH ST,njt_bus,6094,,Livingston Mall
AVON AVE AT SOUTH 16TH ST,njt_bus,6095,,Livingston Mall
AVON AVE AT SOUTH 13TH ST,njt_bus,6096,,Livingston Mall
AVON AVE AT SOUTH 11TH ST,njt_bus,6097,,Livingston Mall
AVON AVE AT SOUTH 10TH ST,njt_bus,6098,,Livingston Mall
AVON AVE AT TREACY AVE,njt_bus,6099,,Livingston Mall
AVON AVE AT BERGEN ST,njt_bus,6100,,Livingston Mall
AVON AVE AT JELIFF AVE,njt_bus,6101,,
AVON AVE AT IRVINE TURNER BLVD,njt_bus,6102,,Livingston Mall
AVON AVE AT IRVINE TURNER BLVD,njt_bus,6103,,Newark
AVON AVE AT JELIFF AVE,njt_bus,6104,,
AVON AVE AT BERGEN ST,njt_bus,6105,,Newark
AVON AVE AT CHADWICK AVE,njt_bus,6106,,Newark
AVON AVE AT TREACY AVE,njt_bus,6107,,Newark
AVON AVE AT SOUTH 10TH ST,njt_bus,6108,,Newark
AVON AVE AT SOUTH 13TH ST,njt_bus,6109,,Newark
AVON AVE AT SOUTH 16TH ST,njt_bus,6110,,Newark
AVON AVE AT SOUTH 19TH ST,njt_bus,6111,,Newark
BERGEN ST AT LYONS AVE,njt_bus,6112,,Newark
BERGEN ST AT MAPES AVE,njt_bus,6113,,Newark
BERGEN ST AT RENNER AVE,njt_bus,6114,,Newark
BERGEN ST AT WATSON AVE,njt_bus,6115,,Newark
BERGEN ST AT HAWTHORNE AVE,njt_bus,6116,,Newark
BERGEN ST AT WEST RUNYON ST,njt_bus,6117,,Newark
BERGEN ST AT WEST BIGELOW ST,njt_bus,6118,,Newark
BERGEN ST AT MADISON AVE,njt_bus,6119,,
BERGEN ST AT AVON AVE,njt_bus,6120,,
BERGEN ST AT 12TH AVE,njt_bus,6121,,
BERGEN ST 85' S OF WEST MARKET ST,njt_bus,6122,,
BERGEN ST AT 12TH AVE,njt_bus,6123,,
BERGEN ST 1200' N OF SOUTH ORANGE AVE.,njt_bus,6124,,
BERGEN ST AT MADISON AVE,njt_bus,6125,,
BERGEN ST AT CLINTON AVE,njt_bus,6126,,
BERGEN ST AT WEST BIGELOW ST,njt_bus,6127,,
BERGEN ST AT WEST RUNYON ST,njt_bus,6128,,Irvington
BERGEN ST AT HAWTHORNE AVE,njt_bus,6129,,Irvington
BERGEN ST AT SCHEERER AVE,njt_bus,6130,,Irvington
BERGEN ST AT LEHIGH AVE,njt_bus,6131,,Irvington
BLOOMFIELD AVE AT NORTH 13TH ST,njt_bus,6132,,
BLOOMFIELD AVE AT NORTH 12TH ST,njt_bus,6133,,
BLOOMFIELD AVE AT NORTH 10TH ST,njt_bus,6134,,
BLOOMFIELD AVE AT ROSEVILLE AVE,njt_bus,6135,,
BLOOMFIELD AVE AT NORTH 7TH ST,njt_bus,6136,,
BLOOMFIELD AVE AT LAKE ST,njt_bus,6138,,
BLOOMFIELD AVE AT PARKER ST,njt_bus,6139,,
BLOOMFIELD AVE AT CLIFTON AVE,njt_bus,6140,,
BLOOMFIELD AVE AT GARSIDE ST,njt_bus,6141,,
BLOOMFIELD AVE AT SUMMER AVE,njt_bus,6142,,
BLOOMFIELD AVE AT WEBSTER ST,njt_bus,6143,,
BLOOMFIELD AVE AT ROWLAND ST,njt_bus,6144,,
BLOOMFIELD AVE AT GARSIDE ST,njt_bus,6145,,
BLOOMFIELD AVE AT MT PROSPECT AVE,njt_bus,6146,,
BLOOMFIELD AVE AT CLIFTON AVE,njt_bus,6147,,
BLOOMFIELD AVE AT PARKER ST,njt_bus,6148,,
BLOOMFIELD AVE AT LAKE ST,njt_bus,6149,,
BLOOMFIELD AVE AT 4TH ST,njt_bus,6151,,
BLOOMFIELD AVE AT NORTH 6TH ST,njt_bus,6152,,
BLOOMFIELD AVE AT NORTH 8TH ST,njt_bus,6153,,
BLOOMFIELD AVE AT NORTH 10TH ST,njt_bus,6154,,
BLOOMFIELD PL AT BROADWAY,njt_bus,6155,,Broad Street
BREWSTER RD 250'N OF CONRAD RD SOUTH,njt_bus,6157,,
BREWSTER RD AT BLDG 95,njt_bus,6158,,
NORTH AREA - BREWSTER ROAD,njt_bus,6159,,
BREWSTER RD 100'S OF AIRIS DR,njt_bus,6160,,
BREWSTER RD AT CONRAD RD NORTH,njt_bus,6161,,
BREWSTER RD AT BLDG 95,njt_bus,6162,,
BROAD ST AT EMMET ST,njt_bus,6163,,Elizabeth
BROAD ST AT MURRAY ST,njt_bus,6164,,Elizabeth
BROAD ST AT PARKHURST ST,njt_bus,6165,,Elizabeth
BROAD ST AT SOUTH ST,njt_bus,6166,,Elizabeth
BROAD ST AT EAST KINNEY ST,njt_bus,6167,,Elizabeth
BROAD ST AT WALNUT ST,njt_bus,6168,,Elizabeth
CITY HALL,njt_bus,6169,,Elizabeth
BROAD ST AT BRANFORD PL/EDISON PL,njt_bus,6170,,
BROAD ST AT MARKET ST,njt_bus,6171,,
BROAD ST AT CLINTON ST,njt_bus,6172,,Elizabeth
BROAD ST AT CEDAR ST,njt_bus,6173,,
BROAD ST AT PRUDENTIAL DR,njt_bus,6174,,Broad Street
BROAD ST AT NEW ST,njt_bus,6175,,Broad Street
BROAD ST AT LOMBARDY ST,njt_bus,6176,,Broad Street
BROAD ST ACROSS FROM NJT STATION,njt_bus,6177,,
BROAD ST AT 8TH AVE,njt_bus,6178,,Newark
BROAD ST AT CLAY ST,njt_bus,6179,,Broad Street
BROAD ST 275' S OF CLARK ST,njt_bus,6180,,
BROAD ST AT 8TH AVE,njt_bus,6181,,Clinton Avenue
BROAD ST AT LACKAWANNA AVE,njt_bus,6182,,
BROAD ST AT H TUBMAN SQ,njt_bus,6183,,Plainfield
BROAD ST AT LOMBARDY ST,njt_bus,6184,,Clinton Avenue
BROAD ST AT CENTRAL AVE,njt_bus,6185,,Plainfield
BROAD ST AT NEW ST,njt_bus,6186,,Clinton Avenue
BROAD ST AT CEDAR ST,njt_bus,6187,,Clinton Avenue
BROAD ST AT RAYMOND BLVD,njt_bus,6188,,
BROAD ST AT ACADEMY ST,njt_bus,6189,,Newark
BROAD ST AT BANK ST,njt_bus,6190,,
BROAD ST AT MARKET ST,njt_bus,6191,,
BROAD ST AT BRANFORD PL/EDISON PL,njt_bus,6192,,
BROAD ST AT WILLIAM ST,njt_bus,6193,,Clinton Avenue
BROAD ST AT HILL ST,njt_bus,6194,,
BROAD ST AT COURT ST,njt_bus,6195,,Newark
BROAD ST AT WEST KINNEY ST,njt_bus,6196,,Newark
BROAD ST AT LINCOLN PARK,njt_bus,6197,,Clinton Avenue
BROAD ST AT CAMP STREET,njt_bus,6198,,Newark
BROAD ST AT PENNINGTON ST,njt_bus,6199,,
BROAD ST AT SOUTH ST,njt_bus,6200,,Newark
BROAD ST AT PARKHURST ST,njt_bus,6201,,Newark
BROAD ST AT MURRAY ST,njt_bus,6202,,Newark
BROAD ST AT WRIGHT ST,njt_bus,6203,,Newark
BROAD ST AT VANDERPOOL ST,njt_bus,6204,,
BROADWAY AT GOUVERNEUR ST,njt_bus,6205,,Broad Street
BROADWAY AT 4TH AVE,njt_bus,6206,,Broad Street
BROADWAY AT 3RD AVE,njt_bus,6207,,Broad Street
BROADWAY AT 2ND AVE,njt_bus,6208,,Broad Street
BROADWAY AT NURSERY ST,njt_bus,6209,,Broad Street
BROADWAY AT HINSDALE PL,njt_bus,6210,,Broad Street
BROADWAY AT CHESTER AVE,njt_bus,6211,,Broad Street
BROADWAY AT EAST DELAVAN AVE,njt_bus,6212,,Broad Street
BROADWAY AT GRAFTON AVE,njt_bus,6213,,Broad Street
BROADWAY AT MONTCLAIR AVE,njt_bus,6214,,Broad Street
BROADWAY AT VERONA AVE,njt_bus,6215,,Broad Street
BROADWAY AT VERONA AVE,njt_bus,6216,,Clinton Avenue
BROADWAY AT MONTCLAIR AVE,njt_bus,6217,,Clinton Avenue
BROADWAY AT GRAFTON AVE,njt_bus,6218,,Clinton Avenue
BROADWAY AT ELWOOD AVE,njt_bus,6219,,Clinton Avenue
BROADWAY AT ELWOOD AVE,njt_bus,6220,,Broad Street
BROADWAY AT DELEVAN AVE,njt_bus,6221,,Clinton Avenue
BROADWAY AT CHESTER AVE,njt_bus,6222,,Clinton Avenue
BROADWAY AT HINSDALE PL,njt_bus,6223,,Clinton Avenue
BROADWAY AT NURSERY ST,njt_bus,6224,,Clinton Avenue
BROADWAY AT 2ND AVE,njt_bus,6225,,Clinton Avenue
BROADWAY AT 3RD AVE,njt_bus,6226,,Clinton Avenue
BROADWAY AT 4TH AVE,njt_bus,6227,,Clinton Avenue
BROADWAY AT GOUVERNEUR ST,njt_bus,6228,,Clinton Avenue
BROADWAY AT 7TH AVE,njt_bus,6229,,Clinton Avenue
CENTRAL AVE AT S 14TH ST,njt_bus,6230,,
CENTRAL AVE AT S 12TH ST,njt_bus,6231,,
CENTRAL AVE AT S 10TH ST,njt_bus,6232,,
CENTRAL AVE AT S 8TH ST,njt_bus,6233,,
CENTRAL AVE AT N 4TH ST,njt_bus,6234,,
CENTRAL AVE AT N 2ND ST,njt_bus,6235,,
CENTRAL AVE AT MORRIS AVE,njt_bus,6236,,
CENTRAL AVE AT HUDSON ST,njt_bus,6237,,
CENTRAL AVE AT LOCK ST,njt_bus,6238,,
CENTRAL AVE AT COLDEN ST,njt_bus,6239,,
CENTRAL AVE AT D.M.L. KING BLVD,njt_bus,6240,,
CENTRAL AVE AT UNIVERSITY AVE,njt_bus,6241,,
CENTRAL AVE AT WASHINGTON ST,njt_bus,6242,,
CENTRAL AVE AT BROAD ST,njt_bus,6243,,
CENTRAL AVE AT HALSEY ST,njt_bus,6244,,
CENTRAL AVE AT WASHINGTON ST,njt_bus,6245,,
CENTRAL AVE AT D.M.L. KING BLVD,njt_bus,6246,,
CENTRAL AVE AT COLDEN ST,njt_bus,6247,,
CENTRAL AVE AT LOCK ST,njt_bus,6248,,
CENTRAL AVE AT HUDSON ST,njt_bus,6249,,
CENTRAL AVE AT MORRIS AVE,njt_bus,6250,,
CENTRAL AVE AT S 3RD ST,njt_bus,6251,,
CENTRAL AVE AT S 5TH ST,njt_bus,6252,,
CENTRAL AVE AT S 8TH ST,njt_bus,6253,,
CENTRAL AVE AT S 10TH ST,njt_bus,6254,,
CENTRAL AVE AT S 12TH ST,njt_bus,6255,,
CENTRAL AVE AT S 14TH ST,njt_bus,6256,,
CENTRAL AVE AT S 16TH ST,njt_bus,6257,,
CHANCELLOR AVE AT SCHLEY ST,njt_bus,6258,,Newark
CHANCELLOR AVE AT LESLIE ST,njt_bus,6259,,Newark
CHANCELLOR AVE AT SUMMIT AVE,njt_bus,6260,,Newark
CHANCELLOR AVE AT CLINTON PL,njt_bus,6261,,Newark
CHANCELLOR AVE AT CLINTON PL,njt_bus,6262,,Irvington
CHANCELLOR AVE AT SUMMIT AVE,njt_bus,6263,,Irvington
CHANCELLOR AVE AT LESLIE ST,njt_bus,6264,,Irvington
CHANCELLOR AVE AT SCHLEY ST,njt_bus,6265,,Irvington
CHAPEL ST AT FLEMING AVE,njt_bus,6266,,
CHAPEL ST AT RIVERVIEW CT,njt_bus,6267,,
CHAPEL ST AT ALBERT AVE,njt_bus,6268,,
CHAPEL ST AT RIVERVIEW CT,njt_bus,6269,,
CHAPEL ST AT FLEMING AVE,njt_bus,6270,,
CLIFTON AVE AT E 7TH AVE,njt_bus,6271,,Newark
CLIFTON AVE AT VICTORIA AVE,njt_bus,6272,,
SACRED HEART CATHEDRAL,njt_bus,6273,,
CLIFTON AVE AT BLOOMFIELD AVE,njt_bus,6274,,
SACRED HEART CATHEDRAL,njt_bus,6275,,
CLIFTON AVE AT VICTORIA AVE,njt_bus,6276,,
CLIFTON AVE AT E 7TH AVE,njt_bus,6277,,Newark
CLINTON AVE AT FABYAN PL,njt_bus,6278,,Broad Street
CLINTON AVE AT SOUTH 16TH ST,njt_bus,6279,,Broad Street
CLINTON AVE AT CLINTON PL,njt_bus,6280,,Broad Street
CLINTON AVE AT INGRAHAM PL,njt_bus,6281,,Broad Street
CLINTON AVE AT OSBORNE TERRACE,njt_bus,6282,,Broad Street
CLINTON AVE AT SEYMOUR AVE,njt_bus,6283,,Broad Street
