name,agency,code,routes,toward
SAINT GEORGES AVE AT WEST LINCOLN AVE,njt_bus,14552,,
SAINT GEORGES AVE AT ROSS ST,njt_bus,14553,,
SAINT GEORGES AVE AT APGAR TERRACE,njt_bus,14554,,
SAINT GEORGES AVE AT HARRISON ST,njt_bus,14555,,Rahway
SAINT GEORGES AVE AT WESTFIELD AVE,njt_bus,14556,,Rahway
SAINT GEORGES AVE AT CENTRAL AVE,njt_bus,14557,,Rahway
SAINT GEORGES AVE AT WEST HAZELWOOD AVE,njt_bus,14558,,Rahway
WEST SCOTT AVE AT ST. GEORGES AVE,njt_bus,14561,,
WEST SCOTT AVE AT CHURCH ST,njt_bus,14562,,
WEST SCOTT AVE AT WHITTIER ST,njt_bus,14563,,
WEST SCOTT AVE AT ELIZABETH AVE,njt_bus,14564,,
WEST SCOTT AVE AT WHITTIER ST,njt_bus,14565,,
WEST SCOTT AVE AT CHURCH ST,njt_bus,14566,,
WEST INMAN AVE AT MADISON AVE,njt_bus,14568,,
WEST INMAN AVE AT MADISON AVE,njt_bus,14571,,
1ST AVE AT ALDENE RD,njt_bus,14573,,Newark
1ST AVE AT AMSTERDAM AVE,njt_bus,14574,,Newark
1ST AVE AT CLOVER ST,njt_bus,14575,,Newark
1ST AVE AT VINE ST,njt_bus,14576,,Newark
1ST AVE AT LAUREL ST,njt_bus,14577,,Newark
1ST AVE AT LAUREL ST,njt_bus,14578,,Plainfield
1ST AVE AT VINE ST,njt_bus,14579,,Plainfield
1ST AVE AT CLOVER ST,njt_bus,14580,,Plainfield
1ST AVE AT AMSTERDAM AVE,njt_bus,14581,,Plainfield
1ST AVE AT ALDENE RD,njt_bus,14582,,Plainfield
2ND AVE AT LOCUST ST,njt_bus,14583,,Newark
2ND AVE AT CHESTNUT ST,njt_bus,14584,,Newark
2ND AVE AT WALNUT ST,njt_bus,14585,,Newark
2ND AVE AT CHANDLER AVE,njt_bus,14586,,Newark
2ND AVE AT HARRISON AVE,njt_bus,14587,,Newark
2ND AVE AT SHERIDAN AVE,njt_bus,14588,,Plainfield
2ND AVE AT MYRTLE ST,njt_bus,14589,,Plainfield
2ND AVE AT CHANDLER AVE,njt_bus,14590,,Plainfield
2ND AVE AT WALNUT ST,njt_bus,14591,,Plainfield
2ND AVE AT CHESTNUT ST,njt_bus,14592,,Plainfield
3RD AVE AT HAMILTON ST,njt_bus,14593,,Newark
3RD AVE AT PARK ST,njt_bus,14594,,Newark
3RD AVE AT PARK ST,njt_bus,14595,,Plainfield
3RD AVE AT PROSPECT ST,njt_bus,14596,,Plainfield
3RD AVE AT LINDEN RD,njt_bus,14597,,Plainfield
AMSTERDAM AVE AT CHRISTIANI ST,njt_bus,14598,,New York
AMSTERDAM AVE AT ROBINS ST,njt_bus,14599,,New York
AMSTERDAM AVE AT 3RD AVE,njt_bus,14600,,New York
AMSTERDAM AVE AT 3RD AVE,njt_bus,14601,,Clark
AMSTERDAM AVE AT ROBINS ST,njt_bus,14602,,Clark
AMSTERDAM AVE AT CHRISTIANI ST,njt_bus,14603,,Clark
AMSTERDAM AVE AT DIETZ ST,njt_bus,14604,,Clark
CHESTNUT ST AT BONNA VILLA AVE,njt_bus,14605,,
CHESTNUT ST AT WILLIAM ST,njt_bus,14606,,
CHESTNUT ST AT EAST 10TH AVE,njt_bus,14607,,
CHESTNUT ST AT EAST 8TH AVE,njt_bus,14608,,
CHESTNUT ST AT EAST 6TH AVE,njt_bus,14609,,
CHESTNUT ST AT EAST 4TH AVE,njt_bus,14610,,
CHESTNUT ST AT 2ND AVE,njt_bus,14611,,
CHESTNUT ST AT 2ND AVE,njt_bus,14612,,
CHESTNUT ST AT WEST 4TH AVE,njt_bus,14613,,
CHESTNUT ST AT WEST 6TH AVE,njt_bus,14614,,
CHESTNUT ST AT WEST 8TH AVE,njt_bus,14615,,
CHESTNUT ST AT WEST 10TH AVE,njt_bus,14616,,
CHESTNUT ST AT DENNIS ST,njt_bus,14617,,
CHESTNUT ST AT CLARK ST,njt_bus,14618,,
SAINT GEORGES AVE AT HAGEL AVE,njt_bus,14619,,
SAINT GEORGES AVE AT PARK AVE,njt_bus,14620,,
SAINT GEORGES AVE AT ALEXANDER AVE,njt_bus,14621,,
SAINT GEORGES AVE AT CAROLYN TERRACE,njt_bus,14622,,
SAINT GEORGES AVE AT DRAKE AVE,njt_bus,14623,,
SAINT GEORGES AVE AT CHANDLER AVE,njt_bus,14624,,
SAINT GEORGES AVE AT FRANK ST.,njt_bus,14625,,
SAINT GEORGES AVE AT HOME TERRACE,njt_bus,14626,,
SAINT GEORGES AVE AT VICTORY ST,njt_bus,14627,,
SAINT GEORGES AVE AT CRESCENT AVE,njt_bus,14628,,
SAINT GEORGES AVE AT WALNUT ST,njt_bus,14629,,
WOOD AVE AT UNCAS AVE,njt_bus,14630,,Elizabeth
WOOD AVE AT WOODSIDE AVE,njt_bus,14631,,Elizabeth
WOOD AVE AT BROOKLAWN AVE,njt_bus,14632,,Elizabeth
WOOD AVE AT RARITAN RD,njt_bus,14633,,Elizabeth
WOOD AVE AT 6TH AVE,njt_bus,14634,,New York
WOOD AVE AT TRINITY PL,njt_bus,14635,,New York
SAINT GEORGES AVE AT THOMPSON AVE,njt_bus,14636,,
WESTFIELD AVE AT FAITOUTE AVE,njt_bus,14637,,New York
WESTFIELD AVE AT LOCUST ST,njt_bus,14638,,New York
WESTFIELD AVE AT CHESTNUT ST,njt_bus,14639,,Kenilworth
WESTFIELD AVE AT WALNUT ST,njt_bus,14640,,Kenilworth
WESTFIELD AVE AT BERWYN ST,njt_bus,14641,,Kenilworth
WESTFIELD AVE AT LINDEN RD,njt_bus,14642,,Kenilworth
WESTFIELD AVE AT COLONIAL RD,njt_bus,14643,,Elizabeth
WESTFIELD AVE AT SHERMAN AVE,njt_bus,14644,,Elizabeth
WESTFIELD AVE AT MAGIE AVE,njt_bus,14645,,Elizabeth
WESTFIELD AVE AT CHESTNUT ST,njt_bus,14646,,Elizabeth
WESTFIELD AVE AT LOCUST ST,njt_bus,14647,,Dunellen
WESTFIELD AVE AT HAWTHORNE ST,njt_bus,14648,,Dunellen
WESTFIELD AVE AT FAITOUTE AVE,njt_bus,14649,,Dunellen
WESTFIELD AVE AT BRIDGE ST,njt_bus,14650,,Dunellen
FAITOUTE AVE AT SEATON AVE,njt_bus,14651,,Elizabeth
FAITOUTE AVE AT WEBSTER AVE,njt_bus,14652,,Elizabeth
FAITOUTE AVE AT W COLFAX AVE,njt_bus,14653,,Elizabeth
FAITOUTE AVE AT W COLFAX AVE,njt_bus,14654,,Kenilworth
FAITOUTE AVE AT WEBSTER AVE,njt_bus,14655,,Kenilworth
CHESTNUT ST AT E GRANT AVE,njt_bus,14656,,
CHESTNUT ST AT E LINCOLN AVE,njt_bus,14657,,
CHESTNUT ST AT SUMNER AVE,njt_bus,14658,,
CHESTNUT ST AT W SUMNER AVE,njt_bus,14659,,
CHESTNUT ST AT WEST LINCOLN AVE,njt_bus,14660,,
CHESTNUT ST AT W GRANT AVE,njt_bus,14661,,
CHESTNUT ST AT WESTFIELD AVE,njt_bus,14662,,
BURNET AVE AT MORRIS AVE,njt_bus,14845,,
BURNET AVE AT REGINA ST,njt_bus,14846,,
BURNET AVE AT N 3RD ST,njt_bus,14847,,
BURNET AVE AT SEYMOUR AVE,njt_bus,14848,,
BURNET AVE AT VAUXHALL RD,njt_bus,14849,,
BURNET AVE AT COPPER HILL DR,njt_bus,14850,,
BURNET AVE AT EDWARD TER,njt_bus,14851,,
BURNET AVE AT EDWARD TER,njt_bus,14852,,
BURNET AVE AT ASTORIA PL,njt_bus,14853,,
BURNET AVE AT LEE ST,njt_bus,14854,,
BURNET AVE AT JACKSON AVE,njt_bus,14855,,
BURNET AVE AT ALLEN AVE,njt_bus,14856,,
BURNET AVE AT CLOVER TER,njt_bus,14857,,
BURNET AVE AT LESLIE ST,njt_bus,14858,,
BURNET AVE AT GIRARD PL,njt_bus,14859,,
CHESTNUT ST AT RUTGERS LANE,njt_bus,14860,,
CHESTNUT ST AT CAROLYN RD,njt_bus,14861,,
FIVE POINTS AT CHESTNUT ST,njt_bus,14862,,
CHESTNUT ST AT NEW JERSEY AVE,njt_bus,14863,,
CHESTNUT ST AT WASHINGTON AVE,njt_bus,14864,,
CHESTNUT ST AT LONGVIEW RD,njt_bus,14865,,
CHESTNUT ST AT BURROUGHS TERRACE,njt_bus,14866,,
CHESTNUT ST AT PHILLIPS TERRACE,njt_bus,14867,,
CHESTNUT ST AT LEO PL,njt_bus,14868,,
CHESTNUT ST AT WASHINGTON AVE,njt_bus,14869,,
FIVE POINTS AT CHESTNUT ST,njt_bus,14870,,
CHESTNUT ST 300'S OF CAROLYN RD,njt_bus,14871,,
CHESTNUT ST AT RUTGERS LANE,njt_bus,14872,,
GREEN LN AT NORTH FLORAL AVE,njt_bus,14873,,
GREEN LN AT WOODLAND AVE,njt_bus,14874,,
GREEN LN AT WOODLAND AVE,njt_bus,14875,,
GREEN LN AT NORTH FLORAL AVE,njt_bus,14876,,
MORRIS AVE AT SPRUCE ST,njt_bus,14878,,New York
MORRIS AVE. AT ALVIN PL.,njt_bus,14879,,New York
MORRIS AVE AT CREGER AVE,njt_bus,14880,,New York
MORRIS AVE 110' W OF APGAR CT,njt_bus,14881,,New York
MORRIS AVE AT COMMERCE AVE,njt_bus,14882,,New York
MORRIS AVE AT WOOLLEY AVE,njt_bus,14883,,New York
MORRIS AVE AT JOHNSON PL,njt_bus,14884,,New York
MORRIS AVE AT STUYVESANT AVE,njt_bus,14885,,New York
MORRIS AVE AT ADAMS AVE,njt_bus,14886,,New York
MORRIS AVE AT GREENWOOD RD,njt_bus,14887,,Mountainside
MORRIS AVE AT COLONIAL AVE,njt_bus,14888,,Mountainside
MORRIS AVE AT TOWNLEY AVE,njt_bus,14889,,Mountainside
MORRIS AVE AT SALEM RD,njt_bus,14890,,
MORRIS AVE AT LEHIGH AVE,njt_bus,14891,,Elizabeth
MORRIS AVE AT GREEN LN,njt_bus,14892,,Elizabeth
MORRIS AVE AT KEAN DR,njt_bus,14893,,Elizabeth
MORRIS AVE AT NORTH AVE,njt_bus,14894,,Irvington
MORRIS AVE AT KEAN DR,njt_bus,14895,,Irvington
MORRIS AVE AT LEHIGH AVE,njt_bus,14896,,Irvington
MORRIS AVE AT SALEM RD,njt_bus,14897,,Newark
MORRIS AVE AT STERLING RD,njt_bus,14898,,Newark
MORRIS AVE AT COLONIAL AVE,njt_bus,14899,,Newark
MORRIS AVE AT SAYRE RD S,njt_bus,14900,,Newark
MORRIS AVE AT LOWES SHOP CTR,njt_bus,14901,,Newark
MORRIS AVE AT GRANDVIEW AVE,njt_bus,14902,,Bridgewater
MORRIS AVE AT STUYVESANT AVE,njt_bus,14903,,Bridgewater
MORRIS AVE AT JOHNSON PL,njt_bus,14904,,Bridgewater
MORRIS AVE AT CALDWELL AVE,njt_bus,14905,,Bridgewater
MORRIS AVE AT WOOLLEY AVE,njt_bus,14906,,Bridgewater
MORRIS AVE AT COMMERCE AVE,njt_bus,14907,,Bridgewater
MORRIS AVE AT LOUSONS RD,njt_bus,14908,,Bridgewater
MORRIS AVE AT BURNET AVE,njt_bus,14909,,Bridgewater
MORRIS AVE AT SCHNEIDER AVE,njt_bus,14910,,Bridgewater
MORRIS AVE AT LIBERTY AVE,njt_bus,14911,,Bridgewater
MORRIS AVE AT LARCHMONT RD,njt_bus,14912,,Bridgewater
NORTH AVE 152' N OF LYNMAR WAY,njt_bus,14913,,New York
NORTH AVE 152' N OF LYNMAR WAY,njt_bus,14914,,Dunellen
NORTH AVE AT VIVIEN TER,njt_bus,14915,,Dunellen
SPRINGFIELD RD N AT PROGRESS ST,njt_bus,14916,,
RAHWAY AVE 1056' N OF LIBERTY AVE (BL 655),njt_bus,14918,,
RAHWAY AVE 2112' N OF LIBERTY AVE (BL 735),njt_bus,14919,,
RAHWAY AVE AT WICKFORD RD,njt_bus,14920,,
RAHWAY AVE AT KLINE CT,njt_bus,14921,,
RAHWAY AVE 191' S OF MORRIS AVE,njt_bus,14922,,
RAHWAY AVE 282'S OF WICKFORD RD,njt_bus,14923,,
RAHWAY AVE 1584' S OF WICKFORD RD (BL 800),njt_bus,14924,,
RAHWAY AVE 2640' S OF WICKFORD RD (BL 640),njt_bus,14925,,
US-22 AT SPRINGFIELD RD,njt_bus,14928,,New York
US-22 560'W OF BALL AVE,njt_bus,14929,,New York
US-22 765'W OF VAUXHALL RD,njt_bus,14930,,New York
US-22 AT GARY RD,njt_bus,14931,,Bridgewater
US-22 AT WEWANNA AVE,njt_bus,14932,,Bridgewater
US-22 AT HUDSON ST,njt_bus,14933,,Bridgewater
US-22 AT SPRINGFIELD RD,njt_bus,14934,,Bridgewater
SALEM RD AT FULTON ST,njt_bus,14937,,New York
SALEM RD AT LIVINGSTON AVE,njt_bus,14938,,New York
SALEM RD AT FOREST DR,njt_bus,14939,,New York
SALEM RD AT GLOUCESTER RD,njt_bus,14940,,New York
SALEM RD AT DOVER LANE,njt_bus,14941,,New York
SALEM RD AT TRINITY PL,njt_bus,14942,,New York
SALEM RD AT WINCHESTER AVE,njt_bus,14943,,New York
SALEM RD AT MINUTE ARMS RD,njt_bus,14944,,New York
SALEM RD AT HUGUENOT AVE,njt_bus,14945,,New York
SALEM RD AT MORRIS AVE,njt_bus,14946,,New York
SALEM RD AT VAUXHALL RD,njt_bus,14947,,Mountainside
SALEM RD AT CLIFTON TERRACE,njt_bus,14948,,Newark
SALEM RD AT MORRIS AVE,njt_bus,14949,,Dunellen
SALEM RD AT HUGUENOT AVE,njt_bus,14950,,Dunellen
SALEM RD AT MINUTE ARMS RD,njt_bus,14951,,Dunellen
SALEM RD AT WAYNE TERRACE,njt_bus,14952,,Dunellen
SALEM RD AT TRINITY PL,njt_bus,14953,,Dunellen
SALEM RD AT PLYMOUTH RD,njt_bus,14954,,Dunellen
SALEM RD AT CAMBRIDGE DR,njt_bus,14955,,Dunellen
SALEM RD AT WHITEWOOD RD,njt_bus,14956,,Dunellen
SALEM RD AT LIVINGSTON AVE N,njt_bus,14957,,Dunellen
SALEM RD AT FULTON ST,njt_bus,14958,,Dunellen
SALEM RD AT MARSHALL AVE,njt_bus,14959,,Dunellen
STANLEY TER 550'E OF WOLBERT TER,njt_bus,14960,,
STANLEY TER AT HILLCREST TER,njt_bus,14961,,
STANLEY TER AT PORTER RD,njt_bus,14962,,
STANLEY TER AT VAN NESS TER,njt_bus,14963,,
STANLEY TER AT MAY ST,njt_bus,14964,,
STANLEY TER AT EDMUND TER,njt_bus,14965,,
STANLEY TER AT ANDREW ST,njt_bus,14966,,
STANLEY TER 463'W OF ASHWOOD TER,njt_bus,14967,,
STUYVESANT AVE AT ELMWOOD AVE,njt_bus,14968,,
STUYVESANT AVE AT ROSEMONT AVE,njt_bus,14969,,
STUYVESANT AVE AT MOUNTAINVIEW AVE,njt_bus,14970,,
STUYVESANT AVE AT LONG TERRACE,njt_bus,14971,,
STUYVESANT AVE AT MORRISON AVE,njt_bus,14972,,
STUYVESANT AVE AT OAKLAND AVE,njt_bus,14973,,
STUYVESANT AVE AT EVERETT CIRCLE,njt_bus,14974,,
STUYVESANT AVE AT STANLEY TERRACE,njt_bus,14975,,
STUYVESANT AVE AT PLEASANT PKWY,njt_bus,14976,,
STUYVESANT AVE AT OSTWOOD TERRACE,njt_bus,14977,,
STUYVESANT AVE AT OSTWOOD TERRACE,njt_bus,14978,,
STUYVESANT AVE AT STANLEY TERRACE,njt_bus,14979,,
STUYVESANT AVE AT EVERETT CIRCLE,njt_bus,14980,,
STUYVESANT AVE AT OAKLAND AVE,njt_bus,14981,,
STUYVESANT AVE AT MORRISON AVE,njt_bus,14982,,
STUYVESANT AVE AT TYLER ST,njt_bus,14983,,
STUYVESANT AVE AT GLESS AVE,njt_bus,14984,,
STUYVESANT AVE AT VAUXHALL RD,njt_bus,14985,,
STUYVESANT AVE AT MORRIS AVE,njt_bus,14986,,
STUYVESANT AVE AT ELMWOOD AVE,njt_bus,14987,,
VAUXHALL RD AT BURNET AVE,njt_bus,14988,,Mountainside
VAUXHALL RD AT RIDGEWAY ST,njt_bus,14989,,Mountainside
VAUXHALL RD AT COMMERCE AVE,njt_bus,14990,,Mountainside
VAUXHALL RD AT WOOLLEY AVE,njt_bus,14991,,Mountainside
VAUXHALL RD AT CALDWELL AVE,njt_bus,14992,,Mountainside
VAUXHALL RD AT PINE AVE,njt_bus,14993,,Mountainside
VAUXHALL RD AT STUYVESANT AVE,njt_bus,14994,,Mountainside
VAUXHALL RD AT WARREN AVE,njt_bus,14995,,Mountainside
VAUXHALL RD AT OAKLAND AVE,njt_bus,14996,,Mountainside
VAUXHALL RD AT HIGHLAND AVE,njt_bus,14997,,Mountainside
VAUXHALL RD AT THELMA RD,njt_bus,14998,,Mountainside
VAUXHALL RD AT BROOKSIDE DR,njt_bus,14999,,Mountainside
VAUXHALL RD AT SALEM RD,njt_bus,15000,,Newark
VAUXHALL RD AT WILDWOOD TER,njt_bus,15001,,Newark
VAUXHALL RD AT ROGER AVE,njt_bus,15002,,Newark
VAUXHALL RD 160'E OF US-22 EXIT/ENTRANCE,njt_bus,15003,,Newark
VAUXHALL RD AT GS PKWY NB RAMP,njt_bus,15004,,Newark
VAUXHALL RD AT OAKLAND AVE,njt_bus,15005,,Newark
VAUXHALL RD AT COOLIDGE AVE,njt_bus,15006,,Newark
VAUXHALL RD AT STUYVESANT AVE,njt_bus,15007,,Newark
VAUXHALL RD AT BARBARA AVE,njt_bus,15008,,Newark
VAUXHALL RD AT GLENN AVE,njt_bus,15009,,Newark
VAUXHALL RD AT WINSLOW AVE,njt_bus,15010,,Newark
VAUXHALL RD AT RIDGEWAY ST,njt_bus,15011,,Newark
MAGIE AVE AT HALSTEAD RD#,njt_bus,15012,,
MAGIE AVE AT BROWNING/SHEARER#,njt_bus,15013,,
MORRIS AVE 140'E OF LOWES (JUG HANDLE),njt_bus,15014,,Mountainside
MORRIS AVE AT NORTH AVE#,njt_bus,15015,,Elizabeth
SPRINGFIELD AVE AT STILES ST,njt_bus,15016,,Livingston Mall
SPRINGFIELD AVE AT CHICAGO ST,njt_bus,15017,,Newark
VAUXHALL RD AT OVERLOOK TER,njt_bus,15018,,Mountainside
BURNET AVE AT ASTORIA PL#,njt_bus,15019,,
WAVECREST AVE AT SPRAY TERRACE,njt_bus,15062,,Elizabeth
WAVECREST AVE AT BOB WILSON PL,njt_bus,15063,,Elizabeth
WAVECREST AVE AT RIVERVIEW TER,njt_bus,15064,,Elizabeth
SEAFOAM AVE AT JOHN VELTHOVEN TER,njt_bus,15065,,Elizabeth
WAVECREST AVE AT SEAFOAM AVE,njt_bus,15066,,Winfield
STUYVESANT AND HAINES AVE,njt_bus,15125,,
SAINT GEORGES AVE AT JOHN ST,njt_bus,15126,,
STADIUM LOT G-17,njt_bus,15127,,
STADIUM LOT G-17,njt_bus,15128,,
SPRINGFIELD AVE AT IRVINE TURNER BLVD,njt_bus,15139,,
BALDWIN AVE AT MONTGOMERY ST,njt_bus,15140,,Journal Square
BALDWIN AVE AT MONTGOMERY ST,njt_bus,15141,,Ocean Avenue
FLORENCE ST 242' E OF CORNELISON AVE,njt_bus,15142,,Journal Square
FLORENCE ST 97' E OF CORNELISON AVE,njt_bus,15143,,Ocean Avenue
CORNELISON AVE AT WAYNE ST,njt_bus,15144,,Journal Square
CORNELISON AVE AT WAYNE ST,njt_bus,15145,,Ocean Avenue
MILL RD AT ACADEMY ST,njt_bus,15146,,Journal Square
MILL RD AT ACADEMY ST,njt_bus,15147,,Ocean Avenue
ACADEMY ST AT BALDWIN AVE,njt_bus,15148,,Ocean Avenue
GRAND ST AT COMMUNIPAW AVE,njt_bus,15151,,Jersey City
WOOD AVE AT CEDAR LANE,njt_bus,15152,,Elizabeth
16TH AVE AT LITTLETON AVE,njt_bus,15153,,
CLIFTON AVE AT SCRIBNER PL,njt_bus,15157,,Passaic
CLIFTON AVE AT WHITMORE PL,njt_bus,15158,,Passaic
RIVER RD 220' S OF ENTIN RD,njt_bus,15159,,
VALLEY RD AT STANLEY ST,njt_bus,15164,,Clifton
VALLEY RD AT SKYVIEW TER,njt_bus,15165,,New York
SEAVIEW DR. EXTENSION 1612' W OF NEW COUNTY RD,njt_bus,15175,,
SEAVIEW DR. EXTENSION 1980' W OF NEW COUNTY RD,njt_bus,15176,,
LONG ST AT MARTIN LUTHER KING DR,njt_bus,15178,,Hoboken
STUYVESANT AVE AT IVY ST,njt_bus,15195,,
CENTRAL AVE AT SOUTH HACKENSACK AVENUE,njt_bus,15196,,
CENTRAL AVE AT SOUTH HACKENSACK,njt_bus,15197,,
AVE C AT W 4TH ST,njt_bus,15200,,Jersey City
CENTRAL AVE AT BOORAEM AVE,njt_bus,15201,,Hoboken
JFK BLVD EAST OF TONNELLE AVE,njt_bus,15203,,
CLIFTON AVE 150'W OF RANDOLPH AVE,njt_bus,15211,,Paterson
WILLOWBROOK BLVD AT NORTH LEG,njt_bus,15234,,Newark
RIDGE RD AT NEW YORK AVE,njt_bus,15236,,Hackensack
ESSEX ST AT UNIVERSITY MEDICAL CTR,njt_bus,15237,,
UNION AVE AT CHESTNUT ST,njt_bus,15258,,
MARTIN LUTHER KING JR DR AT VIRGINIA AVE,njt_bus,15259,,Jersey City
16TH AVE AT 18TH ST,njt_bus,15266,,
PASSAIC AVE AT KINGSLAND ST,njt_bus,15267,,
CENTRAL AVENUE AT NORFOLK STREET,njt_bus,15292,,
JFK BLVD AT 38 TH ST,njt_bus,15298,,Jersey City
SPRINGFIELD AVE AT EMILY AVE,njt_bus,15315,,Livingston Mall
SPRINGFIELD AVE AT CHICAGO ST,njt_bus,15316,,Livingston Mall
SPRINGFIELD AVE AT CRESTVIEW AVE,njt_bus,15317,,Newark
SPRINGFIELD AVE AT VALLEY ST,njt_bus,15318,,Newark
WILLOWBROOK BLVD 385' W OF WILLOWBROOK BLVD EXTENS,njt_bus,15319,,Willowbrook
WILLOWBROOK BLVD 385' W OF WILLOWBROOK BLVD EXTENS,njt_bus,15320,,Newark
CENTRAL AVE AT PAVONIA AVE,njt_bus,15322,,
MARGINAL RD AT WILSON AVE,njt_bus,15323,,Clifton
MAIN AVE AT PROSPECT ST,njt_bus,15324,,
NEWARK AVE AT MCPHERSON PL,njt_bus,15339,,
LYLE KING ST 400' W OF MCLESTER ST,njt_bus,15340,,Jersey Gardens
FIRMENICH WAY AT DOREMUS AVE#,njt_bus,15342,,
COMMUNIPAW AVE AT GRAND ST,njt_bus,15343,,Journal Square
ROMAR AVE AT PEARSALL AVE,njt_bus,15347,,
FOWLER AVE AT DANFORTH AVE,njt_bus,15348,,
W MARKET ST AT S 11TH ST,njt_bus,15356,,
CLARKSON AVE AT RICHMOND STREET,njt_bus,15357,,Kenilworth
COMMUNIPAW AVE AT SUYDAM AVE,njt_bus,15359,,Journal Square
ESSEX ST AT ROUTE 17 SOUTH EXIT RAMP,njt_bus,15360,,
COMMUNIPAW AVE AT WOODWARD ST,njt_bus,15361,,
PACIFIC AVE 273' S OF FORREST ST,njt_bus,15362,,Journal Square
PACIFIC AVE AT BRAMHALL AVE,njt_bus,15363,,Journal Square
PACIFIC AVE AT COMMUNIPAW AVE,njt_bus,15364,,Journal Square
JOHNSTON AVE AT MONITOR ST,njt_bus,15365,,Journal Square
PACIFIC AVE AT JOHNSTON AVE,njt_bus,15366,,
FERRY ST AT JEFFERSON ST,njt_bus,15377,,
FERRY ST AT JEFFERSON ST,njt_bus,15378,,
SIP AVE AT FREEMAN AVE,njt_bus,15379,,
SIP AVE AT BRYANT AVE,njt_bus,15380,,
SIP AVE AT BRYANT AVE,njt_bus,15381,,
SIP AVE AT FREEMAN AVE,njt_bus,15382,,
SCOTLAND RD AT TREMONT AVE,njt_bus,15385,,
ESSEX ST AT ROUTE 17 SOUTH EXIT RAMP,njt_bus,15404,,
WOOD AVE AT GESNER ST,njt_bus,15405,,Winfield
BROAD ST AT CAMP ST,njt_bus,15420,,Elizabeth
BLOOMFIELD AVE AT CRITTENDEN ST,njt_bus,15421,,
BLOOMFIELD AVE AT CLIFTON AVE,njt_bus,15422,,
BLOOMFIELD AVE AT NORTH 11TH ST,njt_bus,15423,,
CENTRAL AVENUE AT NORFOLK STREET,njt_bus,15424,,
MEADOWLANDS PKWY AT AMERICAN WAY,njt_bus,15427,,
BREWSTER RD 350'S OF AIRIS DR,njt_bus,15429,,
CLINTON AVE AT COIT ST,njt_bus,15434,,
BREWSTER RD AT BLDG 344,njt_bus,15452,,
CHESTNUT ST AT NEW JERSEY AVE,njt_bus,15518,,
MORRIS AVE AT SPRUCE ST,njt_bus,15519,,New York
NORFOLK ST AT BOND ST,njt_bus,15520,,
HARMON COVE TOWNHOUSES (CLUB HOUSE)#,njt_bus,15521,,
ELM ST AT BELLVILLE TPKE#,njt_bus,15522,,Jersey Gardens
COMMUNIPAW JUNCTION,njt_bus,15577,,
FERRY ST AT COURTLAND PL,njt_bus,15578,,
WATSESSING AVE AT ARLINGTON AVE,njt_bus,15604,,
PACIFIC AVE AT BARBARA PL,njt_bus,15605,,Journal Square
PACIFIC AVE AT BARBARA PL,njt_bus,15606,,Newport Mall
PACIFIC AVE AT ASH ST,njt_bus,15607,,Journal Square
PACIFIC AVE AT ASH ST,njt_bus,15608,,Newport Mall
PACIFIC AVE AT COMMUNIPAW AVE,njt_bus,15609,,
POLITO AVE AT RUTHERFORD AVE#,njt_bus,15628,,Clifton
S 12TH ST AT CENTRAL AVE,njt_bus,15637,,
PARK AVE AT TONTINE AVE,njt_bus,15639,,New York
PARK AVE AT COURT AVE,njt_bus,15640,,New York
PARK AVE AT LAKE AVE,njt_bus,15641,,New York
PARK AVE AT LAKE AVE,njt_bus,15642,,Clifton
PARK AVE AT COURT AVE,njt_bus,15643,,Clifton
PARK AVE AT TONTINE AVE,njt_bus,15644,,Clifton
RIVERSIDE AVE AT FERN AVE,njt_bus,15645,,Clifton
PATH STATION,njt_bus,15652,,Kearny
PATH STATION,njt_bus,15653,,Jersey Gardens
COUNTY RD 688'N OF TONNELLE AVE,njt_bus,15654,,
COUNTY RD 622'N OF TONNELLE AVE,njt_bus,15655,,
CHESTNUT ST AT COLONIAL AVE,njt_bus,15669,,
STANLEY TER AT KENNETH AVE N,njt_bus,15670,,
FERRY ST AT POLK ST,njt_bus,15696,,
MONTGOMERY ST AT BALDWIN AVE,njt_bus,15713,,Montgomery St
CENTRAL AVE AT FRANKLIN ST,njt_bus,15714,,
BOULEVARD AT BEECH ST,njt_bus,15719,,Paramus
BOULEVARD AT BEECH ST,njt_bus,15720,,Paterson
OAK ST AT PAULISON AVE,njt_bus,15721,,Paterson
PAULISON AVE AT OAK ST,njt_bus,15722,,Paramus
MOONACHIE AVE AT GRAND ST,njt_bus,15726,,
AVE C AT NORTH ST,njt_bus,15727,,Bayonne
STUYVESANT AVE AT UNDERWOOD ST,njt_bus,15730,,
BROAD ST AT BROADACRES DR,njt_bus,15731,,
NORTH AVE AT KILSYTH RD,njt_bus,15738,,New York
AVE C AT W 1OTH ST,njt_bus,15749,,Jersey City
AVE C AT W 10TH ST,njt_bus,15750,,Bayonne
8TH ST AT AVE C,njt_bus,15751,,Jersey City
NJ RT 440 AT DANFORTH AVE (SOCIETY HILL),njt_bus,15752,,
BERGEN AVE AT OAK ST,njt_bus,15757,,
PACIFIC AVE AT CARTERET AVE,njt_bus,15761,,Journal Square
CLINTON AVE AT NAIRN PL,njt_bus,15776,,Broad Street
MEADOWLANDS PKWY AT BROADCAST PLZ,njt_bus,15782,,
US-46 AT MONEY ST,njt_bus,15789,,
IRVINGTON BUS TERMINAL,njt_bus,15790,,
IRVINGTON BUS TERMINAL,njt_bus,15791,,
